Waktu,Username,Pesan,Video ID,Video Title,Sentiment
0,@AdiSlamet-e5g,mantep,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11394,@WIDIYANDARI.83,"biasanya yang berjiwa pramuka, jiwa sosialnya tinggi, rasa kekeluargaan tinggi, jiwa kepemimpinan tinggi, jadi kalau seorang pramuka menjadi bagian dari asn, Insha Allah daerah dan negara maju",nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11395,@sukirmansos,Pramuka membentuk rasa tanggung jawab dalam bertindak,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11435,@ekopudjiono8343,@WIDIYANDARI.83 ,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Neutral - Discussion
11525,@mariowih5810,salam pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
11558,@bebengultom3695,Terima kasih.,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11646,@yonanwunandar7693,Terima kasih kepada para pemateri/pembicara dan host yang telah memerikan ilmu yang bermanfaat kepada kami. Insaa Allah dapat kami terapkan disetiap kehidupan kami,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Positive
11732,@sitijamilahagustin-k4n,salam Pramuka,nZ0a-M3_81w,"ASN Belajar Seri 28 | 2026 - Pramuka untuk Negeri: Menumbuhkan Jiwa Melayani, Memimpin dan Mengabdi",Attendance / Greeting
0,@sarifahfauziah6819,belum mulai ya,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
0,@Budi321-w6p,@b883117,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
109,@JhosuaLeonaldo,lewat zoom ga bisa masuk,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
150,@Ka.DedyMarwanto,salam sehat semuanya ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
179,@ahmadhamimtohari6832,Ahmad Hamim Tohari Dishub kabupaten Situbondo hadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
202,@Bunida-mo3uc,bunida kecamatan kalisat jember,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
413,@B2YON6R4H4,"Rab Marten Noon, SE, DPMDDUKCAPIL PROVINSI Riau Hadir",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
511,@zakiachmad7855,RUSUN DUPAKBANGUNREO SBY,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
526,@zakiachmad7855,DPRKPP SBY,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
538,@damarcalmenvy4996,ok,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
601,@zakiachmad7855,ASN BERGERAK UNTUK NEGERI,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
641,@EkoPurnomo-im8qc,bangka tengah hadie,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
662,@zakiachmad7855,JAYA JAYA JAYA,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
677,@ranoharyonowarpan6282,hadit,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
677,@zakiachmad7855,HIDUP ASN ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
682,@zakiachmad7855,BRAVO ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
743,@zakiachmad7855,P3K PW KOTA SURABAYA,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
746,@faizalvivian5986,"FAIZAL SULULING, S. Kom dari Kabupaten Banggai Kota Luwuk Propinsi Sulawesi Tengah.",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
792,@ErikSmpn1jiwan,share link absenya ka,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
866,@VicoEryz,link daftar hadirnya mana ya bapak ibu ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
871,@SDNBABADAN02,Abhuk Sadewo SDN Babadan 2hadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
909,@ayusanty9412,link daptar hadirnya mana ya?,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
924,@suprianto-eh6jz,SUPRIANTO SM Kelurahan Cepokomulyo Kecamatan Ke panjen hadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
954,@yonisuhartono7998,situbondo siap,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
954,@haricahyokuncoro,Hari Cahyo Kuncoro - Disperindag. Jatim. ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1015,@pangaucliff16,Cliff R. Pangau BKPSDM Kota Manado,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1023,@meniknuryana3874,meniknuryana-hadirmenyimak,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1049,@edysyahputra-g7h,Edi Syahputra BBWSS ll Medan mengikuti,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1098,@billymandagie7768,ASN/PEMKOT MANADO,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1113,@JumadiHariyanto-m3f,sehat selalu semuanya,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
1169,@ErikSmpn1jiwan,bisa share link absennya,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
1240,@iwankurniawan2342,Balai Latihan Kerja dan Pengembangan Produktivitas DI. Yogyakarta... Hadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1248,@JuariHermanto-m6v,JUARI HERMANTO,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1284,@edysyahputra-g7h,Edi Syahputra BBWSS II MEDAN tetap semangat,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
1337,@penyuluhagamaislamsine8913,"IDHAM, S.Th.I Penyuluh Agama Islam KUA Sine Ngawi Jawa Timur hadir",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1368,@masandidarmawan3913,hdir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1383,@dhiankartika5450,oke,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
1436,@Ndddy_83,Link daftarnya share ..,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
1502,@NaniSoelis,yhadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1511,@DIKLATBawasluKabupatenJombang,Mohammad Yusuf Efendi Bawaslu Kabupaten Jombang hadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1514,@BettyRuswandani-r9p5d,Siap mentimak,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1610,@SupandiPandi-fk9dx,Supandi kecamatan Tegal Ampel Bondowoso Jawa Timur hadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1669,@nilarahmawati9397,Nila Rahmawati,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1710,@DwYan-Borneo,suksess...,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
1799,@Rudidwi-l1z,narasumber mantap nih,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
1829,@ronipaslah_271,Roni Paslah hadi,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
1886,@SufriatiSafrita,Sufriati Safrita,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2166,@ini.caranya,Inspektorat Kota Mojokerto,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2309,@gits_83,sigit DPMPTSP Kota Prob,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2367,@ruslicoach1656,hsdir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2389,@JarotCahyono-gr6wf,"usul ....materi tlng di share di menu..., saat ini kok banyak kosongmya",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
2536,@lenitabeta2029,Lenita Beta Dwi Ferdian Sdn 1 Sumberdem,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2536,@hukumsetda7629,ANDRAWASTU BJN,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2664,@vonnyfitriani9501,FONNY FITRIANI,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2692,@mochwahyudi7358,Moch. Wahyudi_DPMD Jatim,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2797,@corad6281,DWI PURWANTO_ RSU.DR.SOEDONO MADIUN,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2834,@corad6281,TUTWURI YUNIARTI_ RSU DR.SOEDONO MADIUN,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2917,@rosionhutauruk,Rosion Julietta Hutauruk_Sekretaris BKPSDM Kota Pematangsiantar_Hadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2942,@agusnongkojajar9370,upt pbh pasuruan provjatim,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2948,@endangwarjiyah1480,h a d i r,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
2956,@mochwahyudi7358,Moch. Wahyudi_DPMD Jayim,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3078,@khairunnisah5902,ini gimana ambil sertifikatnya,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
3109,@egiatiqa8877,"Meilda Hutabarat, BPKPD KOTA PEMATANGSIANTAR, HADIR",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3111,@sautsimanjuntak7070,selamat pagi semua bapak/ibu dari pematangsiantar,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3209,@adeksukma,ADEK SUKMA PUTRI DISKOMINFO KABUPATEN SOLOK SELATAN HADIR,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3269,@ekadyahayusasmitorini-g7s,"Eka Dyah Ayu Sasmito Rini, SDN 2 SUMBERTEMPUR Hadir",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3308,@indrasenja9765,kok ga ada suaranya,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
3310,@ahmadafandi7912,Suara,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
3322,@samuel76emil,@samuel76 emil Dishub Pematang Siantar,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3340,@ishaqrach5925,webinarnya belum dimulaikah,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
3352,@lisbonrpp,yes,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
3407,@djokosutrisno4662,selamat Pagi Bu Dewi,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3417,@sumantriyusuf6539,hadit,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3557,@JuHari-h2b,mengikuti DPRKPLH Jember,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3560,@diyanveriyani9951,keep watch,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3651,@missiadiadi,missiadi,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3651,@indrasenja9765,kok senyap,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
3690,@YanMakmurHarefa,mantp,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
3703,@kangmudinofficial383,haaaaaaaaaaaaaaaaaaaaaaaaaaaaadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3716,@kangmudinofficial383,hhhhhhhhhhh,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3720,@kangmudinofficial383,diiiiiiiiir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3736,@kangmudinofficial383,ha ha ha ha ha dirrrrrrrrrrrrrrrrrrrrrrrrr,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3758,@kangmudinofficial383,hhhhhh,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3762,@kangmudinofficial383,ddddd,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3766,@kangmudinofficial383,iiiiiiiiiiiiiiiiii,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3768,@kangmudinofficial383,rrrrrrrrrrrrrrrrrrrrrrrrrr,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3785,@kangmudinofficial383,haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaddddddddddddddddddddddddddddddddddddddddiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
3815,@achdiani1167,"apa angka kemiskinan akan meningkat krn efisiensi ,terutama kesejahteraan asn serba dipotong ?",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
3920,@kangmudinofficial383,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadddddddir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4014,@marianapurba5404,"MARIANA PURBA DARI DINKES KOTA PEMATANGSIANTAR, HADIR..",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4094,@RetnoSetyorini-dungus,RSUD DUNGUS,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4099,@BundaAleena,BAGIAN UMUM SEKRETARIAT DAERAH KAN BPJONEGORO HADIR,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4197,@maisarohmalang9408,maisyaroh,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4201,@BusiriAfandy,busiri afandy dispendukcapil,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4242,@LizaKarolina,UPTD SD NEGERI 122373,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4362,@YuriErawati,hdir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4542,@ImamGozali-j7x,Hadi,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4571,@radenirawan5601,"Raden Irawan,S.Sos Badan Kesatuan Bangsa Dan Politik Kota Bontang Kalimantan Timur",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4578,@sholehuddinspd8475,SMKN 11 MALANG,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4687,@fauziWahyukurnia,RSD Kalisat jember,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4762,@attinanggraeni2045,"Pertanyaan_Attin BPSDM NTB: ASN sbg penggerak Program Prioritas Nasional namun terdpt tantangan sebaran ASN yg blm merata (slide ibu Tri)&fenomena pengunduran diri ASN 2.700an di thn ini, mhn tnggpn?",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
4764,@SUBURGO,SD negeri 1 Dampit kab. Malang,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4956,@IrmaHardiyantiWidiHastuti,UPTD SMPN 1 GALIS ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
4974,@MarwanjaPurba,jadir,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5045,@uptlabkeswanmalang,Purwatiningsih Disnak Prov Jatim,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5106,@ssd.wngr.1,Taman Budaya KP,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5338,@bangpurbachannelmancing,"Henri Gunawan Purba, Camat Siantar Selatan Kota Pematangsiantar, HADIR.",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5355,@abdulchamid963,Upt Lembaga Seni dan Ekonomi Kreatif...,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5377,@abdulchamid963,Disbudpar Provinsi Jawa Timur ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5397,@abdulchamid963,Hadiah Buat Disbudpar,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
5486,@dillausma,kak admin mohon kirimkan link zolm nya kak admin,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
5490,@dillausma,mohon bantuanmyaa,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
5498,@dillausma,saya mau bergabung lewat zoom,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
5505,@dillausma,tapi saya gk tahu link zool nya kak admin,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
5515,@dillausma,mohon bantuanya panitia,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
5526,@ekopudjiono8343,banyak ilmuyang diperoleh hari ini ,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
5562,@dillausma,bagaimna kak admin apakah bisa si bantu..,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Negative
5652,@yonanwunandar7693,Insaa Allah tambah tahu menuju ASN yg berdampak dan menjadi penyambung program pemerintah,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Positive
5659,@toniganteng8773,Mengapa penguatan kapasitas dan integritas ASN menjadi kunci utama percepatan pencapaian sasaran pembangunan nasional?,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
5711,@HendraBasuki-s7c,hendra kelurahan rangkah,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5807,@Ponco0412,Achmad.. BAPPERIDA Jombang,rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Attendance / Greeting
5871,@dillausma,"bagaimana strategi agar setiap ASN tidak hanya memahami program prioritas nasional, tetapi juga memiliki rasa kepemilikan sehingga mampu mengimplementasikannya secara konsisten hingga tingkat daerah?",rI8PNFM3fZc,ASN Belajar Seri 27 | 2026 - Menguatkan ASN sebagai Penggerak Program Prioritas Nasional,Neutral - Discussion
